title,price,reviews,rating,company,customerreviews,link
nan,,nan,nan,,,https://www.amazon.in/Layasa-Running-Sports-Shoes-Black/dp/B07MGLJWSK/ref=sr_1_4?keywords=Shoes&qid=1559396013&s=gateway&sr=8-4
nan,,nan,nan,,,https://www.amazon.in/ROBBIE-JONES-Sneakers-Casual-Running/dp/B07MZ3XMQD/ref=sr_1_41?keywords=Shoes&qid=1559396013&s=gateway&sr=8-41
nan,,nan,nan,,,https://www.amazon.in/RD-FASHION-Casual-Canvas-Running/dp/B07N4LCN27/ref=sr_1_33?keywords=Shoes&qid=1559396013&s=gateway&sr=8-33
nan,,nan,nan,,,https://www.amazon.in/Ethics-Perfect-Synthetic-Casual-Sneakers/dp/B07B7PTPB2/ref=sr_1_26?keywords=Shoes&qid=1559396013&s=gateway&sr=8-26
nan,,nan,nan,,,https://www.amazon.in/Tsumbay-Kruchika-Running-Sports-Shoes/dp/B07RGQL9RJ/ref=sr_1_14?keywords=Shoes&qid=1559396013&s=gateway&sr=8-14
nan,,nan,nan,,,https://www.amazon.in/Shoes-Bank-Casual-Blue-Leather/dp/B06X6BBMD6/ref=sr_1_37?keywords=Shoes&qid=1559396013&s=gateway&sr=8-37
nan,,nan,nan,,,https://www.amazon.in/Kraasa-4155-Csual-Boots-Men/dp/B07B3VMWCQ/ref=sr_1_23?keywords=Shoes&qid=1559396013&s=gateway&sr=8-23
nan,,nan,nan,,,https://www.amazon.in/Lancer-Black-Running-Shoes-9-INDUS-12BLK-SGRN-9/dp/B07D9N57KF/ref=sr_1_32?keywords=Shoes&qid=1559396013&s=gateway&sr=8-32
nan,,nan,nan,,,https://www.amazon.in/Asian-shoes-Sports-White-Indian/dp/B01MR1PGNQ/ref=sr_1_38?keywords=Shoes&qid=1559396013&s=gateway&sr=8-38
Emosis Men Tan Brown Black Colour Outdoor Formal Casual Ethnic Loafer Moccasin Sandal Shoe,328.0,341,3.7,Emosis,3.7 out of 5 stars,https://www.amazon.in/Emosis-Stylish-Colour-Outdoor-Formal/dp/B07F95LWWH/ref=sr_1_46?keywords=Shoes&qid=1559396013&s=gateway&sr=8-46
nan,,nan,nan,,,https://www.amazon.in/Kraasa-Mens-Synthetic-Leather-Sneakers/dp/B01DB93DHS/ref=sr_1_48?keywords=Shoes&qid=1559396013&s=gateway&sr=8-48
nan,,nan,nan,,,https://www.amazon.in/Kraasa-Mens-Synthetic-Leather-Sneakers/dp/B01DB93DHS/ref=sr_1_48?keywords=Shoes&qid=1559396013&s=gateway&sr=8-48
nan,,nan,nan,,,https://www.amazon.in/Lancer-HYDRA-46-Gray-Blue-9-Mens-Running-Shoes/dp/B0753BXM4Y/ref=sr_1_51?keywords=Shoes&qid=1559396013&s=gateway&sr=8-51
Walkinglite Perfect Red Blue Sport Shoes for Men's Running Shoes Panther Pro Series Multicolored Casual Sports Shoes Men's,300.0,11,1.8,Walkinglite,1.8 out of 5 stars,https://www.amazon.in/Walkinglite-Perfect-Running-Panther-Multicolored/dp/B07GJDBXX1/ref=sr_1_21?keywords=Shoes&qid=1559396013&s=gateway&sr=8-21
nan,,nan,nan,,,https://www.amazon.in/Rockfield-Mens-White-Sneakers-Shoes/dp/B074CMKK8L/ref=sr_1_47?keywords=Shoes&qid=1559396013&s=gateway&sr=8-47
nan,,nan,nan,,,https://www.amazon.in/Amico-Ultralight-Sports-Running-Shoes/dp/B07RFJ4M15/ref=sr_1_3?keywords=Shoes&qid=1559396013&s=gateway&sr=8-3
nan,,nan,nan,,,https://www.amazon.in/Amico-Ultralight-Sports-Running-Shoes/dp/B07RFJ4M15/ref=sr_1_3?keywords=Shoes&qid=1559396013&s=gateway&sr=8-3
nan,,nan,nan,,,https://www.amazon.in/Freedom-Daisy-Mens-Sneakers-Canvas/dp/B076SW2WGX/ref=sr_1_7?keywords=Shoes&qid=1559396013&s=gateway&sr=8-7
nan,,nan,nan,,,https://www.amazon.in/Sparx-Mens-White-Running-Shoes/dp/B01MRI1JUX/ref=sr_1_43?keywords=Shoes&qid=1559396013&s=gateway&sr=8-43
nan,,nan,nan,,,https://www.amazon.in/Freedom-Daisy-Mens-Sneakers-Canvas/dp/B076SW2WGX/ref=sr_1_7?keywords=Shoes&qid=1559396013&s=gateway&sr=8-7
nan,,nan,nan,,,https://www.amazon.in/SHC-Sports-Shoes-Sneaker-Black/dp/B07DPMQNGW/ref=sr_1_20?keywords=Shoes&qid=1559396013&s=gateway&sr=8-20
nan,,nan,nan,,,https://www.amazon.in/Afrojack-Panther-Running-Shoes_7-Black/dp/B07HVPRJVH/ref=sr_1_35?keywords=Shoes&qid=1559396013&s=gateway&sr=8-35
