title,price,reviews,rating,company,customerreviews,link
Amazon Brand - Solimo Vega Engineered Wood Hydraulic Half Lift-on Queen Bed (Espresso Finish),19999.0,1,4.0,Amazon Brand - Solimo,4.0 out of 5 stars,https://www.amazon.in/Amazon-Brand-Engineered-Hydraulic-Lift/dp/B07LC5Y95W/ref=sr_1_40?keywords=bed&qid=1559923881&s=gateway&sr=8-40
iBED Hideaway Guest Bed,,nan,nan,ibed,,https://www.amazon.in/ibed-FPB956-iBED-Hideaway-Guest/dp/B00839K1IG/ref=sr_1_49?keywords=bed&qid=1559923881&s=gateway&sr=8-49
FurnitureKraft Milan Single Size Metal Bunk Bed (Mild Steel - Black),8999.0,11,3.8,FurnitureKraft,3.8 out of 5 stars,https://www.amazon.in/FurnitureKraft-Milan-Metal-Bunk-Black/dp/B072FH4TTR/ref=sr_1_18?keywords=bed&qid=1559923881&s=gateway&sr=8-18
"FurnitureKraft Osaka Single Size Metal Bed (Glossy Finish, Black)",4099.0,56,3.1,FurnitureKraft,3.1 out of 5 stars,https://www.amazon.in/FurnitureKraft-Osaka-Metal-Single-Black/dp/B01N2YX0I2/ref=sr_1_6?keywords=bed&qid=1559923881&s=gateway&sr=8-6
"Fine living Queen Size Metal Bed With Hydraulic Storage (Glossy Finish, Jet Black)",18300.0,5,4.4,Fine Living,4.4 out of 5 stars,https://www.amazon.in/Fine-living-Queen-Lifton-Storage/dp/B078NWM6WJ/ref=sr_1_42?keywords=bed&qid=1559923881&s=gateway&sr=8-42
Spacewood Single Size Engineered Wood Bed with Box Storage (Particle Board - Walnut Rigato),9299.0,29,3.0,Spacewood,3.0 out of 5 stars,https://www.amazon.in/Spacewood-Single-Size-Walnut-Rigato/dp/B015INI2LW/ref=sr_1_48?keywords=bed&qid=1559923881&s=gateway&sr=8-48
"FurnitureKraft Osaka Single Size Metal Bed (Glossy Finish, Black)",4099.0,56,3.1,FurnitureKraft,3.1 out of 5 stars,https://www.amazon.in/FurnitureKraft-Osaka-Metal-Single-Black/dp/B01N2YX0I2/ref=sr_1_6?keywords=bed&qid=1559923881&s=gateway&sr=8-6
DELITE KOM Cocoa Single Size Engineered Wood Bed (Particle Board - Acacia Dark),7999.0,nan,nan,DELITE KOM,,https://www.amazon.in/Delite-Cocoa-Single-Finish-Acacia/dp/B07G3MDYTT/ref=sr_1_34?keywords=bed&qid=1559923881&s=gateway&sr=8-34
DeckUp Dusun Queen Size Engineered Wood Bed (Particle Board - Dark Wenge),,22,3.4,DeckUp,3.4 out of 5 stars,https://www.amazon.in/DeckUp-Dusun-Queen-Wenge-Finish/dp/B07CZ26PRP/ref=sr_1_26?keywords=bed&qid=1559923881&s=gateway&sr=8-26
@home by Nilkamal Borden King Size Engineered Wood Bed with Headboard Storage (Pre-Laminated Engineered Wood - Black),,1,5.0,@home By Nilkamal,5.0 out of 5 stars,https://www.amazon.in/home-Nilkamal-Borden-Headboard-Storage/dp/B07K4Y29PM/ref=sr_1_45?keywords=bed&qid=1559923881&s=gateway&sr=8-45
"PARVESH Smart Niwar Folding Bed Size 36"" X 72""",1799.0,19,3.2,PARVESH,3.2 out of 5 stars,https://www.amazon.in/PARVESH-Smart-Niwar-Folding-Size/dp/B07PRLM15N/ref=sr_1_20?keywords=bed&qid=1559923881&s=gateway&sr=8-20
parkash steel Smart Folding Plastic Bed with 5 inch Mattress and Casters Wheels,5999.0,17,3.7,parkash steel,3.7 out of 5 stars,https://www.amazon.in/parkash-steel-Folding-Plastic-Mattress/dp/B07H265TWF/ref=sr_1_46?keywords=bed&qid=1559923881&s=gateway&sr=8-46
Klassic Single Size Folding Bed | Iron Folding Bed | Niwar Folding Bed for Household Purpose (Large),2199.0,33,3.6,Klassic,3.6 out of 5 stars,https://www.amazon.in/Klassic-Single-Folding-Household-Purpose/dp/B07GJQNB4B/ref=sr_1_24?keywords=bed&qid=1559923881&s=gateway&sr=8-24
"Ebco Aurora Maximum 75 kgs Gas Pump Pro-Lift Fitting Easy Fit for A Queen Size Double Bed (3-4 feet, Regular ARM)",2739.0,nan,nan,Ebco,,https://www.amazon.in/Ebco-Maximum-Pro-Lift-Fitting-Regular/dp/B07Q5FRYZR/ref=sr_1_5?keywords=bed&qid=1559923881&s=gateway&sr=8-5
"Fine living Queen Size Metal Bed With Hydraulic Storage (Glossy Finish, Jet Black)",18300.0,5,4.4,Fine Living,4.4 out of 5 stars,https://www.amazon.in/Fine-living-Queen-Lifton-Storage/dp/B078NWM6WJ/ref=sr_1_42?keywords=bed&qid=1559923881&s=gateway&sr=8-42
